text,favoriteCount,created,statusSource,screenName,retweetCount,location
"“I will do my best to bring people together, not pull them apart...let’s make sure we win on Tuesday and prove that love trumps hate.”",5074,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1954,"New York, NY"
"Trump ""doesn’t look at us as full human beings, with our dreams and our purposes, our own capabilities.” https://t.co/WFljZW0lHv",6550,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2694,"New York, NY"
"Be like @JoeBiden:Always make a plan. https://t.co/3TKJ4HnJC7 https://t.co/80ZfLWbu6g",9527,2/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4619,"New York, NY"
"Barack. Michelle. Joe. You?Make a plan to vote: https://t.co/alU46Pue6N",5862,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1895,"New York, NY"
"""She believes we can summon what’s best in each of us and make this country better for all of us.” —@POTUS on Hillary",1878,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,762,"New York, NY"
"""Girls would grow up with a president who...brags about doing things to them without their consent."" —Hillary on Donald Trump",5066,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2213,"New York, NY"
"""27 million strong all ready to vote for freedom, equality, and reason—traits that seem to have gone out of season."" https://t.co/0Bq9ilscg1",9383,2/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3737,"New York, NY"
"Thanks, Louis C.K.—but it's ""Madam"" Tough Mother. https://t.co/LlfFFJBedh",15612,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,5102,"New York, NY"
"""If you disrespect women before you were president, you will disrespect women when you’re in office.” —@POTUS",2970,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1472,"New York, NY"
"""America depends on you. You! All of you.” —@POTUSMake your plan to go vote: https://t.co/3TKJ4H68Kz https://t.co/pbjuFyT8LY",3277,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1205,"New York, NY"
"""You have a candidate who is worthy of your vote—who is smart, who is steady, who is tested.” —@POTUS on Hillary https://t.co/3TKJ4H68Kz",1765,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,739,"New York, NY"
"Lawrence Ramos is a first generation American, a World War II and Korean War veteran, and a proud Hillary supporter. https://t.co/AYBkJsTvo4",8977,2/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3877,"New York, NY"
"""This guy is temperamentally unfit to be Commander-in-Chief and he’s not equipped to be president.” —@POTUS on Trump in North Carolina",11481,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3990,"New York, NY"
"""Everyone is safer when the police respect the people they protect and when the people respect the police who serve them.” —Hillary",1883,2/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,790,"New York, NY"
Donald Trump just got one of his only newspaper endorsements of this election...from the Ku Klux Klan. https://t.co/kT4BZFuSPJ,11000,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,6924,"New York, NY"
"""I don’t believe we’re at our best when we stoke fear about each other.” —HillaryMake a plan to vote if you agree: https://t.co/3TKJ4H68Kz",2167,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,740,"New York, NY"
"""I know it seems a little odd for someone running for president to say we need more love and kindness in America."" https://t.co/uvd1pk6nhB",16924,3/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,6958,"New York, NY"
"""The reporter and I have the same condition. When Mr. Trump made fun of him, that hurt my feelings."" https://t.co/pyRWafS9Bz",11334,3/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,6964,"New York, NY"
"""I was denied an apartment in the Trump buildings based on the color of my skin.""This is Mae Wiggins's story: https://t.co/lQvZr6qWow",13220,3/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,8734,"New York, NY"
"We know that America is big-hearted, not small-minded. We want to lift people up, not tear each other down. https://t.co/jsBEPAXKqG",4365,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1828,"New York, NY"
"With just 5 days until Election Day, watch Hillary speak live in North Carolina: https://t.co/SiOyd3Mes5https://t.co/3TKJ4H68Kz",4158,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1344,"New York, NY"
"""Even if you’re not for me, I promise, I will be for you as your president.” —Hillary in Arizona",4152,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1436,"New York, NY"
"""I'm casting my vote early for Hillary Clinton, and I urge you to vote early for Hillary, too."" —@FLOTUS https://t.co/CDlNpyZ6sd",22273,3/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,8997,"New York, NY"
"They did it! 108 years later and the drought is finally over. Way to make history, @Cubs. #FlyTheW -H",59058,3/11/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,14518,"New York, NY"
Don’t miss out! Join them: https://t.co/3TKJ4H68Kz https://t.co/xT4ER9Dmrk,2849,3/11/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,958,"New York, NY"
<ed><U+00A0><U+00BE><ed><U+00B4><U+0094> https://t.co/Gk2xWHIJsm,32490,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,13729,"New York, NY"
"Trump has built his campaign on demonizing Latinos and immigrants.Latino voters have the power to stop him. Vote:… https://t.co/xzjpCza0E3",8763,3/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,5332,"New York, NY"
"""About half of the people he wants to deport—they’ve paid more taxes than Donald Trump has paid.” —Hillary in Arizona",6235,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2913,"New York, NY"
"""More than 31 million people have already voted early."" —HillaryJoin them <U+2192> https://t.co/3TKJ4H68Kz",2395,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,847,"New York, NY"
"Across America, people are rejecting Trump’s dark vision for one that is hopeful and inclusive and unifying. https://t.co/GFY6lceUFV",2882,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1311,"New York, NY"
.@FLOTUS is with her. Are you? https://t.co/gGLS6SO7sf https://t.co/F05u8pq2rP,8023,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2256,"New York, NY"
"We are all safer when everyone has respect for the law, and everyone is respected by the law.",3589,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1393,"New York, NY"
RT this if you think kids and families deserve a champion in the White House. https://t.co/3TKJ4H68Kz https://t.co/Y3JMRytqJk,6135,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4146,"New York, NY"
"""I truly believe that you deserve a candidate you can vote for, not just someone to vote against.” —Hillary https://t.co/udXAf6cNFu",1644,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,719,"New York, NY"
Donald—his father Fred—and their entire company were sued by @TheJusticeDept for discriminating against African Americans and Latinos.,2191,3/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1296,"New York, NY"
"With just 4 days left, join Hillary and @MCuban as they get out the vote in Pittsburgh: https://t.co/IgQyCFKKRYhttps://t.co/3TKJ4H68Kz",5077,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1711,"New York, NY"
"This election isn’t just about who Trump is—it’s about who WE are.Are you ready to vote? https://t.co/3TKJ4H68Kz",2790,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,925,"New York, NY"
"Join Hillary on the trail in North Carolina with @BernieSanders and @Pharrell. https://t.co/ffvKpYDAe7https://t.co/3TKJ4H68Kz",3683,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1160,"New York, NY"
Imagine a president who said all of these things. https://t.co/WeuAFe484I,10527,4/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,6476,"New York, NY"
"We’re going to make public colleges and universities tuition-free for families making less than $125,000 a year. https://t.co/VkVm51nWIY",2529,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1035,"New York, NY"
"“I will do everything I can to get incomes rising again for hardworking people…you deserve to be part of a growing, thriving middle class.”",1685,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,768,"New York, NY"
"""I sorta get away with things like that."" —Donald Trump, on bursting into Miss Universe pageant dressing rooms https://t.co/dwRPlqMhEL",16910,4/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,9967,"New York, NY"
"More than 31 million Americans have already voted.Be a part of this: https://t.co/3TKJ4H68Kz",2657,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,941,"New York, NY"
"Trump wants to give the biggest tax breaks in history to the super-wealthy and raise taxes on the middle class.We can't afford that.",1946,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,999,"New York, NY"
“27 million are ready to put up a fight and not be intimidated by hatred and spite.” https://t.co/3TKJ4H68Kz https://t.co/Say5UiNWNL,9122,4/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4514,"New York, NY"
"First lady of ArkansasFirst lady of the United StatesSenatorSecretary of statePresident? That's up to you:… https://t.co/KZcut7ScSZ",15063,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4805,"New York, NY"
"We’ve got to take on discrimination &amp; bigotry.We can’t accept as normal what we’re seeing across this country because of Trump’s campaign.",4074,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1776,"New York, NY"
"We're on track to having the biggest voter turnout in American history.Be a part of it and make a plan to vote: https://t.co/3TKJ4H68Kz",2215,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,892,"New York, NY"
Make sure Trump isn't rewarded for running the most divisive campaign in history: https://t.co/3TKJ4H68Kz https://t.co/TU5M5GDOyq,4757,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1914,"New York, NY"
"""Everything I’ve done started by listening to people…working to bring people together, to find common ground.” —Hillary in North Carolina",3294,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1085,"New York, NY"
It’s on all of us to pay it forward—to make sure every kid in every zip code can get ahead. https://t.co/Nt2tQJObvL,1499,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,703,"New York, NY"
We can’t. https://t.co/4Xf8kqOnea,43785,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,16774,"New York, NY"
The presidency doesn’t change who you are—it reveals who you are. And we’ve seen all we need to of Donald Trump.,2692,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1263,"New York, NY"
"For 30 years, @JoeBiden has known Hillary as a public servant, global leader, and friend. Here's why he's with her: https://t.co/dlzPfoxGGx",7370,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2570,"New York, NY"
"Join Hillary live in Detroit just 4 days from Election Day: https://t.co/DjCTPpvx6Ihttps://t.co/3TKJ4H68Kz",3786,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1272,"New York, NY"
"Get out and vote.Get everybody you know to vote.This is one of the most consequential elections in our lifetimes. https://t.co/3TKJ4H68Kz",1572,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,805,"New York, NY"
The progress we’ve made under @POTUS is on the line. We owe it to our kids to get out and vote:… https://t.co/R2E1cHy1IU,2977,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1197,"New York, NY"
"“I believe that we should have a confident, optimistic, inclusive vision of where we’re going and how we’re going to get there.” —Hillary",1893,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,837,"New York, NY"
"“If you elect me next Tuesday, that is the kind of president I will be.” https://t.co/3TKJ4H68Kz https://t.co/cxVjZatDY8",6871,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2182,"New York, NY"
"“If he doesn’t respect all Americans now, how can we trust him to serve all Americans in the future?” —Hillary on Trump",3237,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1462,"New York, NY"
"""Don’t you think it’s finally time to guarantee equal pay for women?” —Hillary in Pittsburgh https://t.co/4ZlhKombnl",1472,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,756,"New York, NY"
The Central Park Five were exonerated. What does it say about Trump that he thinks they should still be in prison? https://t.co/Karh69ueM8,14860,4/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,7142,"New York, NY"
Think about what it would mean to entrust the nuclear codes to someone who lashes out at anyone who challenges him.,4483,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2850,"New York, NY"
"""Stand up and reject cynicism.  Stand up and reject fear.  Choose hope.Choose hope.Choose hope.Choose hope.Ch… https://t.co/MNkOqDJOql",19474,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,7409,"New York, NY"
"""Are we going to build a better, stronger America—or are we going to fear each other, and fear our future?"" —Hillary",2594,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1058,"New York, NY"
"""If you elect me on Tuesday, that’s the kind of president I will be: listening, working, finding common ground.” https://t.co/3TKJ4H68Kz",1536,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,730,"New York, NY"
"""We know that America is big-hearted, not small-minded. We want to lift people up, not tear each other down.” —Hillary",3055,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1231,"New York, NY"
"""Come January 20, America will have a new president. ... The question is, what kind of change are we going to see?"" —Hillary",1704,4/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,667,"New York, NY"
"""I'm also honored to have the greatest temperament that anybody has."" —Donald TrumpAbout that: https://t.co/C3L5emZ7Jc",14249,4/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,8408,"New York, NY"
Don't let this man become your next president: https://t.co/3TKJ4HnJC7 https://t.co/bxLn6ghq0x,7702,5/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4824,"New York, NY"
When they go low...we vote: https://t.co/3TKJ4HnJC7 https://t.co/xQ6ETiGMmX,10178,5/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4465,"New York, NY"
"In just 3 days, we have the chance to make history:Join Hillary live in Florida as she gets out the vote: https://t.co/oa4NZ1hEHU",6789,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1962,"New York, NY"
"""That reporter and I have the same condition. When Mr. Trump made fun of him, that hurt my feelings."" https://t.co/fOwLxPsa37",25776,5/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,15399,"New York, NY"
Five women older than their right to vote share why they're with Hillary: https://t.co/qEOAiwDGyH,9407,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3770,"New York, NY"
"We are seeing large numbers of people turning out, breaking records.Make sure you’re ready to vote, too: https://t.co/3TKJ4H68Kz",4033,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1244,"New York, NY"
"""Donald, you don’t want to go there.” —Hillary on Trump asking what she’s done for the past 30 years https://t.co/j780NLwguv",5210,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2072,"New York, NY"
The energy we're seeing on this campaign isn't about what we're against but what we're for—an inclusive America whe… https://t.co/qe4uLdaqS4,13528,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4882,"New York, NY"
"""Less than 100 years ago, women did not have the right to vote. Look how far we’ve come.” —@Beyonce https://t.co/BiMWwj4xvs",10210,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4007,"New York, NY"
".@Beyonce &amp;@S_C_ &amp;Hillary &amp;You?https://t.co/3TKJ4H68Kz https://t.co/DAxSZLuQUB",15575,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,6024,"New York, NY"
"""We have to vote. The world looks to us as a progressive country that leads change."" —@Beyonce… https://t.co/THPnCMTSxU",15175,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,5962,"New York, NY"
"""Ohio, we are on the doorsteps of history.I'm here tonight because respect matters."" —@S_C_ https://t.co/BiMWwj4xvs",6558,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2051,"New York, NY"
"For respect.For the future.For our planet.On Tuesday, they're gonna hear us roar: https://t.co/3TKJ4HnJC7 https://t.co/3G9XwUq6Mb",13020,5/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,6220,"New York, NY"
"RT if you agree we need to keep moving forward, not back. https://t.co/3TKJ4H68Kz https://t.co/uMsYLKaTCc",10700,5/11/16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HillaryClinton,8659,"New York, NY"
"""I'm with her!"" —@Beyonce https://t.co/RGabD4XXQT",73185,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,25920,"New York, NY"
Ask yourself: Is this man fit to be the next president of the United States? https://t.co/caW4sPh7id,6344,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3774,"New York, NY"
The story of this campaign. https://t.co/8cft9HD0RI,82110,5/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,41725,"New York, NY"
"With just 4 days until Election Day, Hillary is in Ohio with @S_C_, @ChanceTheRapper, @JColeNC, &amp; more. Watch live: https://t.co/BiMWwj4xvs",4257,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1507,"New York, NY"
"If you believe in a better, stronger, fairer America:Vote. https://t.co/3TKJ4H68Kz https://t.co/txByLknaxT",7362,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2699,"New York, NY"
Your vote could make all the difference. Confirm where you'll cast your vote for Hillary: https://t.co/3TKJ4H68Kz https://t.co/6SNysBsVHs,7433,5/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2541,"New York, NY"
"""I want every public college and university to be tuition-free for every family making less than $125,000 a year.” —Hillary in Cleveland",5863,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2031,"New York, NY"
"Today in 1872, Susan B. Anthony voted—and was then arrested. Almost 50 years later, the 19th Amendment was ratified… https://t.co/6ADXbpW0Oq",14475,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,7315,"New York, NY"
"This is what it's about:All the good we can,for all the people we can,for as long as we can.… https://t.co/vJcRZMILoR",11673,6/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,5253,"New York, NY"
"""We have to get out and make sure we vote.” —@KingJames in Ohio with HIllary https://t.co/3TKJ4H68Kz",1986,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,890,"New York, NY"
"""She is a fighter for what is right, what is fair, and what is just."" —@RepJohnLewis: https://t.co/jfd3CXu1CS https://t.co/MRqG1FtTIL",12343,6/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,5605,"New York, NY"
"Thank you to @Beyonce, @S_C_, @Pharrell, @ChanceTheRapper, @BigSean, @JColeNC, and all the amazing artists helping to get out the vote. -H",18327,6/11/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,4869,"New York, NY"
"“Our next president, Ms. Hillary Clinton!” —@KingJames https://t.co/KPu8RdGuxq https://t.co/1TOlgQLXaD",3622,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1760,"New York, NY"
The photos that tell the story of Hillary’s career and what she stands for. https://t.co/N0jBiu0fz1,5338,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2337,"New York, NY"
"""I love our country, and I believe in our people, and I will never, ever quit on you. No matter what.” —Hillary in Ohio",3040,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1374,"New York, NY"
"We are better than bigotry, fear, and hate.Share this if you agree. https://t.co/3TKJ4H68Kz https://t.co/P3XekjLyza",11588,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,6429,"New York, NY"
Hillary and @KingJames are live in Cleveland with two days to go. Watch here: https://t.co/KPu8RdGuxq,6249,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1832,"New York, NY"
"""You want to give me a good send-off? Go vote!"" —@POTUS https://t.co/3TKJ4H68Kz https://t.co/rqxDSQF4pG",9594,6/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3752,"New York, NY"
"Loved this moment from last night. Thanks to @KatyPerry, @JenCarlosMusic, and everyone out on the trail helping to… https://t.co/jSsMzyyKyX",14535,6/11/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,3960,"New York, NY"
"""We don't want to go back. We want to go forward."" —@RepJohnLewis https://t.co/3TKJ4H68Kz https://t.co/ZmWyB40o1M",8298,6/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4024,"New York, NY"
Isn't it time to have a mom in the Oval Office? https://t.co/jfd3CXLD1s https://t.co/btBI9jL3wF,12250,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3457,"New York, NY"
"10 minutes of Donald Trump demeaning, objectifying, and insulting women. https://t.co/3TKJ4H68Kz https://t.co/bgQKjNJqwR",6220,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4551,"New York, NY"
"""My son was Captain Humayun Khan ... and he was a Muslim American. I want to ask Mr. Trump: Would my son have a pla… https://t.co/XzjM7mAhvS",20030,6/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,8103,"New York, NY"
"“The reason a lot of [Ku Klux] Klan members like Donald Trump is because a lot of what he believes, we believe in.” https://t.co/WcsNiEHBUI",7759,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4854,"New York, NY"
"""I want an America where everyone has a place, where everyone is included.” —Hillary in Ohio https://t.co/SnflwVAzkr",5914,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2285,"New York, NY"
"We face a serious choice on Tuesday: Will we act to protect the planet for our kids and grandkids, or do nothing?… https://t.co/MZXqJ4kVo3",8556,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3365,"New York, NY"
"""America is great because America is good, and if we…lift each other up, instead of tearing each other down, we can be even greater.""",3251,6/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1508,"New York, NY"
"Women can stop Trump.Here's how: https://t.co/jfd3CXu1CS https://t.co/f28w22yOXq",9453,7/11/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4787,"New York, NY"
A rally fit for a King. https://t.co/3TKJ4H68Kz https://t.co/uDK8NDu8RC,8214,7/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2378,"New York, NY"
"“This election is about you…your dreams,your aspirations,your hopes,your family,your community.” —Hillaryhttps://t.co/3TKJ4H68Kz",4624,7/11/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1752,"New York, NY"
